token,phonemes,ipa,syllables,stress,plosives,fricatives,energy,rhyme_family,archetype
Scout,S K AW T,skaʊt,1,1,2,1,0.48,out,Gatswaai
Scrap,S K R A P,skrap,1,1,2,1,0.48,rap,Gatswaai
Scrape,S K R A P E,skrape,1,1,2,1,0.48,ape,Gatswaai
Scream,S K R E A M,skream,1,1,1,1,0.33,eam,Gatswaai
Screen,S K R E E N,skreen,1,1,1,1,0.33,een,Gatswaai
Screw,S K R E W,skrew,1,1,1,1,0.33,rew,Gatswaai
Script,S K R I P T,skript,1,1,3,1,0.63,ipt,Gatswaai
Scroll,S K R O L L,skroll,1,1,1,1,0.33,oll,Gatswaai
Scrub,S K R U B,skrub,1,1,2,1,0.48,rub,Gatswaai
Seal,S E A L,seal,1,1,0,1,0.18,eal,Gatswaai
Seam,S E A M,seam,1,1,0,1,0.18,eam,Gatswaai
Search,S E A R K H,searkh,1,1,1,2,0.41,rch,Gatswaai
Season,S E A S O N,season,2,10,0,2,0.16,son,Gatswaai
Seat,S E A T,seat,1,1,1,1,0.33,eat,Gatswaai
Second,S E K O N D,sekond,2,10,2,1,0.38,ond,Gatswaai
Secret,S E K R E T,sekret,2,10,2,1,0.38,ret,Gatswaai
Section,S E K T I O N,sektion,2,10,2,1,0.38,tion,Gatswaai
Sector,S E K T O R,sektor,2,10,2,1,0.38,tor,Gatswaai
Secure,S E K U R E,sekure,2,10,1,1,0.23,ure,Gatswaai
See,S E E,see,1,1,0,1,0.18,see,Gatswaai
Seed,S E E D,seed,1,1,1,1,0.33,eed,Gatswaai
Seek,S E E K,seek,1,1,1,1,0.33,eek,Gatswaai
Seem,S E E M,seem,1,1,0,1,0.18,eem,Gatswaai
Segment,S E G M E N T,seɡment,2,10,2,1,0.38,ent,Gatswaai
Seize,S IY Z E,size,1,1,0,2,0.26,ize,Gatswaai
Select,S E L E K T,selekt,2,10,2,1,0.38,ect,Gatswaai
Self,S E L F,self,1,1,0,2,0.26,elf,Gatswaai
Sell,S E L L,sell,1,1,0,1,0.18,ell,Gatswaai
Semester,S E M E S T E R,semester,3,100,1,2,0.31,ter,Gatswaai
Sense,S E N S E,sense,1,1,0,2,0.26,nse,Gatswaai
Sensor,S E N S O R,sensor,2,10,0,2,0.16,sor,Gatswaai
Sentence,S E N T E N K E,sentenke,2,10,2,1,0.38,ence,Gatswaai
Sentiment,S E N T I M E N T,sentiment,3,100,2,1,0.38,ent,Gatswaai
Separate,S E P A R A T E,separate,3,100,2,1,0.38,ate,Gatswaai
Sequence,S E Q U E N K E,sequenke,2,10,1,1,0.23,ence,Gatswaai
Serial,S E R I A L,serial,2,10,0,1,0.08,ial,Gatswaai
Serious,S E R I AW S,seriaʊs,2,10,0,2,0.16,ous,Gatswaai
Serve,S E R V E,serve,1,1,0,2,0.26,rve,Gatswaai
Service,S E R V I K E,servike,2,10,1,2,0.31,ice,Gatswaai
Session,S E S S I O N,session,2,10,0,3,0.24,sion,Gatswaai
Set,S E T,set,1,1,1,1,0.33,set,Gatswaai
Settle,S E T T L E,settle,1,1,2,1,0.48,tle,Gatswaai
Several,S E V E R A L,several,3,100,0,2,0.16,ral,Gatswaai
Severe,S E V E R E,severe,2,10,0,2,0.16,ere,Gatswaai
Sew,S E W,sew,1,1,0,1,0.18,sew,Gatswaai
Sex,S E X,sex,1,1,0,1,0.18,sex,Gatswaai
Sexual,S E X U A L,sexual,2,10,0,1,0.08,ual,Gatswaai
Sey,S IY,si,1,1,0,1,0.18,y,Gatswaai
Shade,SH A D E,ʃade,1,1,1,2,0.41,ade,Gatswaai
Shadow,SH A D AW,ʃadaʊ,2,10,1,2,0.31,dow,Gatswaai
Shaft,SH A F T,ʃaft,1,1,1,3,0.49,aft,Gatswaai
Shake,SH A K E,ʃake,1,1,1,2,0.41,ake,Gatswaai
Shall,SH A L L,ʃall,1,1,0,2,0.26,all,Gatswaai
Shallow,SH A L L AW,ʃallaʊ,2,10,0,2,0.16,low,Gatswaai
Shame,SH A M E,ʃame,1,1,0,2,0.26,ame,Gatswaai
Shape,SH A P E,ʃape,1,1,1,2,0.41,ape,Gatswaai
Share,SH A R E,ʃare,1,1,0,2,0.26,are,Gatswaai
Shark,SH A R K,ʃark,1,1,1,2,0.41,ark,Gatswaai
Sharp,SH A R P,ʃarp,1,1,1,2,0.41,arp,Gatswaai
Shave,SH A V E,ʃave,1,1,0,3,0.34,ave,Gatswaai
She,SH E,ʃe,1,1,0,2,0.26,she,Gatswaai
Sheep,SH E E P,ʃeep,1,1,1,2,0.41,eep,Gatswaai
Sheer,SH E E R,ʃeer,1,1,0,2,0.26,eer,Gatswaai
Sheet,SH E E T,ʃeet,1,1,1,2,0.41,eet,Gatswaai
Shelf,SH E L F,ʃelf,1,1,0,3,0.34,elf,Gatswaai
Shell,SH E L L,ʃell,1,1,0,2,0.26,ell,Gatswaai
Shift,SH I F T,ʃift,1,1,1,3,0.49,ift,Gatswaai
Shine,SH I N E,ʃine,1,1,0,2,0.26,ine,Gatswaai
Ship,SH I P,ʃip,1,1,1,2,0.41,hip,Gatswaai
Shirt,SH I R T,ʃirt,1,1,1,2,0.41,irt,Gatswaai
Shock,SH O K K,ʃokk,1,1,2,2,0.56,ock,Gatswaai
Shoe,SH O E,ʃoe,1,1,0,2,0.26,hoe,Gatswaai
Shoot,SH O O T,ʃoot,1,1,1,2,0.41,oot,Gatswaai
Shop,SH O P,ʃop,1,1,1,2,0.41,hop,Gatswaai
Shore,SH O R E,ʃore,1,1,0,2,0.26,ore,Gatswaai
Short,SH O R T,ʃort,1,1,1,2,0.41,ort,Gatswaai
Shot,SH O T,ʃot,1,1,1,2,0.41,hot,Gatswaai
Shoulder,SH AW L D E R,ʃaʊlder,2,10,1,2,0.31,der,Gatswaai
Shout,SH AW T,ʃaʊt,1,1,1,2,0.41,out,Gatswaai
Show,SH AW,ʃaʊ,1,1,0,2,0.26,how,Gatswaai
Shower,SH AW E R,ʃaʊer,2,10,0,2,0.16,wer,Gatswaai
Shred,SH R E D,ʃred,1,1,1,2,0.41,red,Gatswaai
Shrink,SH R I N K,ʃrink,1,1,1,2,0.41,ink,Gatswaai
Shrug,SH R U G,ʃruɡ,1,1,1,2,0.41,rug,Gatswaai
Shuffle,SH U F F L E,ʃuffle,1,1,0,4,0.42,fle,Gatswaai
Shun,SH U N,ʃun,1,1,0,2,0.26,hun,Gatswaai
Shut,SH U T,ʃut,1,1,1,2,0.41,hut,Gatswaai
Shy,SH Y,ʃj,1,1,0,2,0.26,y,Gatswaai
Sick,S I K K,sikk,1,1,2,1,0.48,ick,Gatswaai
Side,S I D E,side,1,1,1,1,0.33,ide,Gatswaai
Siege,S I E G E,sieɡe,1,1,1,1,0.33,ege,Gatswaai
Sigh,S I G H,siɡh,1,1,1,2,0.41,igh,Gatswaai
Sight,S I G H T,siɡht,1,1,2,2,0.56,ght,Gatswaai
Sign,S I G N,siɡn,1,1,1,1,0.33,ign,Gatswaai
Signal,S I G N A L,siɡnal,2,10,1,1,0.23,nal,Gatswaai
Silence,S I L E N K E,silenke,2,10,1,1,0.23,ence,Gatswaai
Silicon,S I L I K O N,silikon,3,100,1,1,0.23,con,Gatswaai
Silk,S I L K,silk,1,1,1,1,0.33,ilk,Gatswaai
Sill,S I L L,sill,1,1,0,1,0.18,ill,Gatswaai
Silo,S I L O,silo,2,10,0,1,0.08,ilo,Gatswaai
Silver,S I L V E R,silver,2,10,0,2,0.16,ver,Gatswaai
Similar,S I M I L A R,similar,3,100,0,1,0.08,lar,Gatswaai
Simple,S I M P L E,simple,1,1,1,1,0.33,ple,Gatswaai
Simulate,S I M U L A T E,simulate,3,100,1,1,0.23,ate,Gatswaai
Simultaneous,S I M U L T A N E AW S,simultaneaʊs,4,1000,1,2,0.31,ous,Gatswaai
Sin,S I N,sin,1,1,0,1,0.18,sin,Gatswaai
Since,S I N K E,sinke,1,1,1,1,0.33,nce,Gatswaai
Sincere,S I N K E R E,sinkere,2,10,1,1,0.23,ere,Gatswaai
Singo,S I N G O,sinɡo,2,10,1,1,0.23,ngo,Gatswaai
Singular,S I N G U L A R,sinɡular,3,100,1,1,0.23,lar,Gatswaai
Sink,S I N K,sink,1,1,1,1,0.33,ink,Gatswaai
Sip,S I P,sip,1,1,1,1,0.33,sip,Gatswaai
Sir,S I R,sir,1,1,0,1,0.18,sir,Gatswaai
Sire,S I R E,sire,1,1,0,1,0.18,ire,Gatswaai
Sister,S I S T E R,sister,2,10,1,2,0.31,ter,Gatswaai
Sit,S I T,sit,1,1,1,1,0.33,sit,Gatswaai
Site,S I T E,site,1,1,1,1,0.33,ite,Gatswaai
Situation,S I T U A T I O N,situation,3,100,2,1,0.38,tion,Gatswaai
Size,S I Z E,size,1,1,0,2,0.26,ize,Gatswaai
Skate,S K A T E,skate,1,1,2,1,0.48,ate,Gatswaai
Skeleton,S K E L E T O N,skeleton,3,100,2,1,0.38,ton,Gatswaai
Sketch,S K E T K H,sketkh,1,1,3,2,0.71,tch,Gatswaai
Skew,S K E W,skew,1,1,1,1,0.33,kew,Gatswaai
Skill,S K I L L,skill,1,1,1,1,0.33,ill,Gatswaai
Skim,S K I M,skim,1,1,1,1,0.33,kim,Gatswaai
Skin,S K I N,skin,1,1,1,1,0.33,kin,Gatswaai
Skip,S K I P,skip,1,1,2,1,0.48,kip,Gatswaai
Skirt,S K I R T,skirt,1,1,2,1,0.48,irt,Gatswaai
Skull,S K U L L,skull,1,1,1,1,0.33,ull,Gatswaai
Sky,S K Y,skj,1,1,1,1,0.33,y,Gatswaai
Slab,S L A B,slab,1,1,1,1,0.33,lab,Gatswaai
Slack,S L A K K,slakk,1,1,2,1,0.48,ack,Gatswaai
Slain,S L EY N,sleɪn,1,1,0,1,0.18,ain,Gatswaai
Slander,S L A N D E R,slander,2,10,1,1,0.23,der,Gatswaai
Slant,S L A N T,slant,1,1,1,1,0.33,ant,Gatswaai
Slash,S L A SH,slaʃ,1,1,0,3,0.34,ash,Gatswaai
Slate,S L A T E,slate,1,1,1,1,0.33,ate,Gatswaai
Slave,S L A V E,slave,1,1,0,2,0.26,ave,Gatswaai
Sled,S L E D,sled,1,1,1,1,0.33,led,Gatswaai
Sleek,S L E E K,sleek,1,1,1,1,0.33,eek,Gatswaai
Sleep,S L E E P,sleep,1,1,1,1,0.33,eep,Gatswaai
Sleet,S L E E T,sleet,1,1,1,1,0.33,eet,Gatswaai
Sleeve,S L E E V E,sleeve,1,1,0,2,0.26,eve,Gatswaai
Slice,S L I K E,slike,1,1,1,1,0.33,ice,Gatswaai
Slide,S L I D E,slide,1,1,1,1,0.33,ide,Gatswaai
Slight,S L I G H T,sliɡht,1,1,2,2,0.56,ght,Gatswaai
Slim,S L I M,slim,1,1,0,1,0.18,lim,Gatswaai
Slime,S L I M E,slime,1,1,0,1,0.18,ime,Gatswaai
Sling,S L I N G,slinɡ,1,1,1,1,0.33,ing,Gatswaai
Slip,S L I P,slip,1,1,1,1,0.33,lip,Gatswaai
Slit,S L I T,slit,1,1,1,1,0.33,lit,Gatswaai
Slogan,S L O G A N,sloɡan,2,10,1,1,0.23,gan,Gatswaai
Slope,S L O P E,slope,1,1,1,1,0.33,ope,Gatswaai
Sloppy,S L O P P Y,sloppj,2,10,2,1,0.38,y,Gatswaai
Slot,S L O T,slot,1,1,1,1,0.33,lot,Gatswaai
Slow,S L AW,slaʊ,1,1,0,1,0.18,low,Gatswaai
Slump,S L U M P,slump,1,1,1,1,0.33,ump,Gatswaai
Small,S M A L L,small,1,1,0,1,0.18,all,Gatswaai
Smart,S M A R T,smart,1,1,1,1,0.33,art,Gatswaai
Smash,S M A SH,smaʃ,1,1,0,3,0.34,ash,Gatswaai
Smell,S M E L L,smell,1,1,0,1,0.18,ell,Gatswaai
Smile,S M I L E,smile,1,1,0,1,0.18,ile,Gatswaai
Smoke,S M O K E,smoke,1,1,1,1,0.33,oke,Gatswaai
Smooth,S M O O T H,smooth,1,1,1,2,0.41,oth,Gatswaai
Snap,S N A P,snap,1,1,1,1,0.33,nap,Gatswaai
Snare,S N A R E,snare,1,1,0,1,0.18,are,Gatswaai
Snarl,S N A R L,snarl,1,1,0,1,0.18,arl,Gatswaai
Sneak,S N E A K,sneak,1,1,1,1,0.33,eak,Gatswaai
Snore,S N O R E,snore,1,1,0,1,0.18,ore,Gatswaai
Snort,S N O R T,snort,1,1,1,1,0.33,ort,Gatswaai
Snow,S N AW,snaʊ,1,1,0,1,0.18,now,Gatswaai
Soak,S O A K,soak,1,1,1,1,0.33,oak,Gatswaai
Soap,S O A P,soap,1,1,1,1,0.33,oap,Gatswaai
Social,S O K I A L,sokial,2,10,1,1,0.23,ial,Gatswaai
Sock,S O K K,sokk,1,1,2,1,0.48,ock,Gatswaai
Soft,S O F T,soft,1,1,1,2,0.41,oft,Gatswaai
Software,S O F T W A R E,software,2,10,1,2,0.31,are,Gatswaai
Soil,S OY L,sɔɪl,1,1,0,1,0.18,oil,Gatswaai
Solar,S O L A R,solar,2,10,0,1,0.08,lar,Gatswaai
Sold,S O L D,sold,1,1,1,1,0.33,old,Gatswaai
Soldier,S O L D I E R,soldier,2,10,1,1,0.23,ier,Gatswaai
Sole,S O L E,sole,1,1,0,1,0.18,ole,Gatswaai
Solid,S O L I D,solid,2,10,1,1,0.23,lid,Gatswaai
Solo,S O L O,solo,2,10,0,1,0.08,olo,Gatswaai
Solve,S O L V E,solve,1,1,0,2,0.26,lve,Gatswaai
Some,S O M E,some,1,1,0,1,0.18,ome,Gatswaai
Son,S O N,son,1,1,0,1,0.18,son,Gatswaai
Song,S O N G,sonɡ,1,1,1,1,0.33,ong,Gatswaai
Sonny,S O N N Y,sonnj,2,10,0,1,0.08,y,Gatswaai
Soon,S O O N,soon,1,1,0,1,0.18,oon,Gatswaai
Soot,S O O T,soot,1,1,1,1,0.33,oot,Gatswaai
Sore,S O R E,sore,1,1,0,1,0.18,ore,Gatswaai
Sorrow,S O R R AW,sorraʊ,2,10,0,1,0.08,row,Gatswaai
Sort,S O R T,sort,1,1,1,1,0.33,ort,Gatswaai
Soul,S AW L,saʊl,1,1,0,1,0.18,oul,Gatswaai
Sound,S AW N D,saʊnd,1,1,1,1,0.33,und,Gatswaai
Soup,S AW P,saʊp,1,1,1,1,0.33,oup,Gatswaai
Sour,S AW R,saʊr,1,1,0,1,0.18,our,Gatswaai
Source,S AW R K E,saʊrke,1,1,1,1,0.33,rce,Gatswaai
South,S AW T H,saʊth,1,1,1,2,0.41,uth,Gatswaai
Space,S P A K E,spake,1,1,2,1,0.48,ace,Gatswaai
Spade,S P A D E,spade,1,1,2,1,0.48,ade,Gatswaai
Span,S P A N,span,1,1,1,1,0.33,pan,Gatswaai
Spank,S P A N K,spank,1,1,2,1,0.48,ank,Gatswaai
Spare,S P A R E,spare,1,1,1,1,0.33,are,Gatswaai
Spark,S P A R K,spark,1,1,2,1,0.48,ark,Gatswaai
Spawn,S P A W N,spawn,1,1,1,1,0.33,awn,Gatswaai
Speak,S P E A K,speak,1,1,2,1,0.48,eak,Gatswaai
Spear,S P E A R,spear,1,1,1,1,0.33,ear,Gatswaai
Special,S P E K I A L,spekial,2,10,2,1,0.38,ial,Gatswaai
Species,S P E K I E S,spekies,2,10,2,2,0.46,ies,Gatswaai
Speck,S P E K K,spekk,1,1,3,1,0.63,eck,Gatswaai
Speech,S P E E K H,speekh,1,1,2,2,0.56,ech,Gatswaai
Speed,S P E E D,speed,1,1,2,1,0.48,eed,Gatswaai
Spell,S P E L L,spell,1,1,1,1,0.33,ell,Gatswaai
Spend,S P E N D,spend,1,1,2,1,0.48,end,Gatswaai
Sphere,S P H E R E,sphere,1,1,1,2,0.41,ere,Gatswaai
Spice,S P I K E,spike,1,1,2,1,0.48,ice,Gatswaai
Spider,S P I D E R,spider,2,10,2,1,0.38,der,Gatswaai
Spike,S P I K E,spike,1,1,2,1,0.48,ike,Gatswaai
Spin,S P I N,spin,1,1,1,1,0.33,pin,Gatswaai
Spine,S P I N E,spine,1,1,1,1,0.33,ine,Gatswaai
Spirit,S P I R I T,spirit,2,10,2,1,0.38,rit,Gatswaai
Spit,S P I T,spit,1,1,2,1,0.48,pit,Gatswaai
Spite,S P I T E,spite,1,1,2,1,0.48,ite,Gatswaai
Splash,S P L A SH,splaʃ,1,1,1,3,0.49,ash,Gatswaai
Split,S P L I T,split,1,1,2,1,0.48,lit,Gatswaai
Spoil,S P OY L,spɔɪl,1,1,1,1,0.33,oil,Gatswaai
Spoke,S P O K E,spoke,1,1,2,1,0.48,oke,Gatswaai
Sponge,S P O N G E,sponɡe,1,1,2,1,0.48,nge,Gatswaai
Spoon,S P O O N,spoon,1,1,1,1,0.33,oon,Gatswaai
Sport,S P O R T,sport,1,1,2,1,0.48,ort,Gatswaai
Spot,S P O T,spot,1,1,2,1,0.48,pot,Gatswaai
Spouse,S P AW S E,spaʊse,1,1,1,2,0.41,use,Gatswaai
Spray,S P R EY,spreɪ,1,1,1,1,0.33,y,Gatswaai
Spread,S P R E A D,spread,1,1,2,1,0.48,ead,Gatswaai
Spring,S P R I N G,sprinɡ,1,1,2,1,0.48,ing,Gatswaai
Sprint,S P R I N T,sprint,1,1,2,1,0.48,int,Gatswaai
Spur,S P U R,spur,1,1,1,1,0.33,pur,Gatswaai
Squad,S Q U A D,squad,1,1,1,1,0.33,uad,Gatswaai
Square,S Q U A R E,square,1,1,0,1,0.18,are,Gatswaai
Squash,S Q U A SH,squaʃ,1,1,0,3,0.34,ash,Gatswaai
Squat,S Q U A T,squat,1,1,1,1,0.33,uat,Gatswaai
Squint,S Q U I N T,squint,1,1,1,1,0.33,int,Gatswaai
Squirrel,S Q U I R R E L,squirrel,2,10,0,1,0.08,rel,Gatswaai
Stable,S T A B L E,stable,1,1,2,1,0.48,ble,Gatswaai
Stack,S T A K K,stakk,1,1,3,1,0.63,ack,Gatswaai
Staff,S T A F F,staff,1,1,1,3,0.49,aff,Gatswaai
Stage,S T A G E,staɡe,1,1,2,1,0.48,age,Gatswaai
Stain,S T EY N,steɪn,1,1,1,1,0.33,ain,Gatswaai
Stair,S T EY R,steɪr,1,1,1,1,0.33,air,Gatswaai
Stake,S T A K E,stake,1,1,2,1,0.48,ake,Gatswaai
Stale,S T A L E,stale,1,1,1,1,0.33,ale,Gatswaai
Stalk,S T A L K,stalk,1,1,2,1,0.48,alk,Gatswaai
Stall,S T A L L,stall,1,1,1,1,0.33,all,Gatswaai
Stamp,S T A M P,stamp,1,1,2,1,0.48,amp,Gatswaai
Stand,S T A N D,stand,1,1,2,1,0.48,and,Gatswaai
Stanza,S T A N Z A,stanza,2,10,1,2,0.31,nza,Gatswaai
Star,S T A R,star,1,1,1,1,0.33,tar,Gatswaai
Starch,S T A R K H,starkh,1,1,2,2,0.56,rch,Gatswaai
Stare,S T A R E,stare,1,1,1,1,0.33,are,Gatswaai
Stark,S T A R K,stark,1,1,2,1,0.48,ark,Gatswaai
Start,S T A R T,start,1,1,2,1,0.48,art,Gatswaai
Starve,S T A R V E,starve,1,1,1,2,0.41,rve,Gatswaai
State,S T A T E,state,1,1,2,1,0.48,ate,Gatswaai
Station,S T A T I O N,station,2,10,2,1,0.38,tion,Gatswaai
Status,S T A T U S,status,2,10,2,2,0.46,tus,Gatswaai
Stay,S T EY,steɪ,1,1,1,1,0.33,y,Gatswaai
Stead,S T E A D,stead,1,1,2,1,0.48,ead,Gatswaai
Steak,S T E A K,steak,1,1,2,1,0.48,eak,Gatswaai
Steal,S T E A L,steal,1,1,1,1,0.33,eal,Gatswaai
Steam,S T E A M,steam,1,1,1,1,0.33,eam,Gatswaai
Steel,S T E E L,steel,1,1,1,1,0.33,eel,Gatswaai
Steep,S T E E P,steep,1,1,2,1,0.48,eep,Gatswaai
Steer,S T E E R,steer,1,1,1,1,0.33,eer,Gatswaai
Stem,S T E M,stem,1,1,1,1,0.33,tem,Gatswaai
Step,S T E P,step,1,1,2,1,0.48,tep,Gatswaai
Stereotype,S T E R E O T Y P E,stereotjpe,3,100,3,1,0.53,ype,Gatswaai
Stick,S T I K K,stikk,1,1,3,1,0.63,ick,Gatswaai
Stiff,S T I F F,stiff,1,1,1,3,0.49,iff,Gatswaai
Still,S T I L L,still,1,1,1,1,0.33,ill,Gatswaai
Sting,S T I N G,stinɡ,1,1,2,1,0.48,ing,Gatswaai
Stink,S T I N K,stink,1,1,2,1,0.48,ink,Gatswaai
Stir,S T I R,stir,1,1,1,1,0.33,tir,Gatswaai
Stock,S T O K K,stokk,1,1,3,1,0.63,ock,Gatswaai
Stomach,S T O M A K H,stomakh,2,10,2,2,0.46,ach,Gatswaai
Stone,S T O N E,stone,1,1,1,1,0.33,one,Gatswaai
Stool,S T O O L,stool,1,1,1,1,0.33,ool,Gatswaai
Stop,S T O P,stop,1,1,2,1,0.48,top,Gatswaai
Store,S T O R E,store,1,1,1,1,0.33,ore,Gatswaai
Storm,S T O R M,storm,1,1,1,1,0.33,orm,Gatswaai
Story,S T O R Y,storj,2,10,1,1,0.23,y,Gatswaai
Stout,S T AW T,staʊt,1,1,2,1,0.48,out,Gatswaai
Stove,S T O V E,stove,1,1,1,2,0.41,ove,Gatswaai
Straight,S T R EY G H T,streɪɡht,1,1,3,2,0.71,ght,Gatswaai
Strain,S T R EY N,streɪn,1,1,1,1,0.33,ain,Gatswaai
Strand,S T R A N D,strand,1,1,2,1,0.48,and,Gatswaai
Strange,S T R A N G E,stranɡe,1,1,2,1,0.48,nge,Gatswaai
Stranger,S T R A N G E R,stranɡer,2,10,2,1,0.38,ger,Gatswaai
Strap,S T R A P,strap,1,1,2,1,0.48,rap,Gatswaai
Straw,S T R A W,straw,1,1,1,1,0.33,raw,Gatswaai
Stray,S T R EY,streɪ,1,1,1,1,0.33,y,Gatswaai
Stream,S T R E A M,stream,1,1,1,1,0.33,eam,Gatswaai
Street,S T R E E T,street,1,1,2,1,0.48,eet,Gatswaai
Strength,S T R E N G T H,strenɡth,1,1,3,2,0.71,gth,Gatswaai
Stress,S T R E S S,stress,1,1,1,3,0.49,ess,Gatswaai
Stretch,S T R E T K H,stretkh,1,1,3,2,0.71,tch,Gatswaai
Strict,S T R I K T,strikt,1,1,3,1,0.63,ict,Gatswaai
Stride,S T R I D E,stride,1,1,2,1,0.48,ide,Gatswaai
Strife,S T R I F E,strife,1,1,1,2,0.41,ife,Gatswaai
Strike,S T R I K E,strike,1,1,2,1,0.48,ike,Gatswaai
String,S T R I N G,strinɡ,1,1,2,1,0.48,ing,Gatswaai
Strip,S T R I P,strip,1,1,2,1,0.48,rip,Gatswaai
Strive,S T R I V E,strive,1,1,1,2,0.41,ive,Gatswaai
Stroke,S T R O K E,stroke,1,1,2,1,0.48,oke,Gatswaai
Strong,S T R O N G,stronɡ,1,1,2,1,0.48,ong,Gatswaai
Struggle,S T R U G G L E,struɡɡle,1,1,3,1,0.63,gle,Gatswaai
Strum,S T R U M,strum,1,1,1,1,0.33,rum,Gatswaai
Strung,S T R U N G,strunɡ,1,1,2,1,0.48,ung,Gatswaai
Strut,S T R U T,strut,1,1,2,1,0.48,rut,Gatswaai
Stub,S T U B,stub,1,1,2,1,0.48,tub,Gatswaai
Student,S T U D E N T,student,2,10,3,1,0.53,ent,Gatswaai
Study,S T U D Y,studj,2,10,2,1,0.38,y,Gatswaai
Stuff,S T U F F,stuff,1,1,1,3,0.49,uff,Gatswaai
Stumble,S T U M B L E,stumble,1,1,2,1,0.48,ble,Gatswaai
Stump,S T U M P,stump,1,1,2,1,0.48,ump,Gatswaai
Stun,S T U N,stun,1,1,1,1,0.33,tun,Gatswaai
Stunt,S T U N T,stunt,1,1,2,1,0.48,unt,Gatswaai
Style,S T Y L E,stjle,1,1,1,1,0.33,yle,Gatswaai
Subject,S U B J E K T,subjekt,2,10,3,1,0.53,ect,Gatswaai
Submarine,S U B M A R I N E,submarine,3,100,1,1,0.23,ine,Gatswaai
Substance,S U B S T A N K E,substanke,2,10,3,2,0.61,ance,Gatswaai
Substantiate,S U B S T A N T I A T E,substantiate,3,100,4,2,0.76,ate,Gatswaai
Subtle,S U B T L E,subtle,1,1,2,1,0.48,tle,Gatswaai
Suburb,S U B U R B,suburb,2,10,2,1,0.38,urb,Gatswaai
Subway,S U B W EY,subweɪ,2,10,1,1,0.23,y,Gatswaai
Success,S U K K E S S,sukkess,2,10,2,3,0.54,ess,Gatswaai
Succumb,S U K K U M B,sukkumb,2,10,3,1,0.53,umb,Gatswaai
Suck,S U K K,sukk,1,1,2,1,0.48,uck,Gatswaai
Sudden,S U D D E N,sudden,2,10,2,1,0.38,den,Gatswaai
Sue,S U E,sue,1,1,0,1,0.18,sue,Gatswaai
Suffer,S U F F E R,suffer,2,10,0,3,0.24,fer,Gatswaai
Suffice,S U F F I K E,suffike,2,10,1,3,0.39,ice,Gatswaai
Sugar,S U G A R,suɡar,2,10,1,1,0.23,gar,Gatswaai
Suggest,S U G G E S T,suɡɡest,2,10,3,2,0.61,est,Gatswaai
Suicide,S U I K I D E,suikide,2,10,2,1,0.38,ide,Gatswaai
Suit,S U I T,suit,1,1,1,1,0.33,uit,Gatswaai
Sulking,S U L K I N G,sulkinɡ,2,10,2,1,0.38,ing,Gatswaai
Sum,S U M,sum,1,1,0,1,0.18,sum,Gatswaai
Summarize,S U M M A R I Z E,summarize,3,100,0,2,0.16,ize,Gatswaai
Summer,S U M M E R,summer,2,10,0,1,0.08,mer,Gatswaai
Summit,S U M M I T,summit,2,10,1,1,0.23,mit,Gatswaai
Sun,S U N,sun,1,1,0,1,0.18,sun,Gatswaai
Sunday,S U N D EY,sundeɪ,2,10,1,1,0.23,y,Gatswaai
Sunlight,S U N L I G H T,sunliɡht,2,10,2,2,0.46,ght,Gatswaai
Sunrise,S U N R I S E,sunrise,2,10,0,2,0.16,ise,Gatswaai
Super,S U P E R,super,2,10,1,1,0.23,per,Gatswaai
Superb,S U P E R B,superb,2,10,2,1,0.38,erb,Gatswaai
Superficial,S U P E R F I K I A L,superfikial,4,1000,2,2,0.46,ial,Gatswaai
Superior,S U P E R I O R,superior,3,100,1,1,0.23,ior,Gatswaai
Supernatural,S U P E R N A T U R A L,supernatural,5,10000,2,1,0.38,ral,Gatswaai
Supplement,S U P P L E M E N T,supplement,3,100,3,1,0.53,ent,Gatswaai
Supply,S U P P L Y,supplj,2,10,2,1,0.38,y,Gatswaai
Support,S U P P O R T,support,2,10,3,1,0.53,ort,Gatswaai
Suppose,S U P P O S E,suppose,2,10,2,2,0.46,ose,Gatswaai
Suppress,S U P P R E S S,suppress,2,10,2,3,0.54,ess,Gatswaai
Supreme,S U P R E M E,supreme,2,10,1,1,0.23,eme,Gatswaai
Sure,S U R E,sure,1,1,0,1,0.18,ure,Gatswaai
Surface,S U R F A K E,surfake,2,10,1,2,0.31,ace,Gatswaai
Surge,S U R G E,surɡe,1,1,1,1,0.33,rge,Gatswaai
Surprise,S U R P R I S E,surprise,2,10,1,2,0.31,ise,Gatswaai
Surrender,S U R R E N D E R,surrender,3,100,1,1,0.23,der,Gatswaai
Surround,S U R R AW N D,surraʊnd,2,10,1,1,0.23,und,Gatswaai
Survey,S U R V IY,survi,2,10,0,2,0.16,y,Gatswaai
Survival,S U R V I V A L,survival,3,100,0,3,0.24,val,Gatswaai
Survive,S U R V I V E,survive,2,10,0,3,0.24,ive,Gatswaai
Suspect,S U S P E K T,suspekt,2,10,3,2,0.61,ect,Gatswaai
Suspend,S U S P E N D,suspend,2,10,2,2,0.46,end,Gatswaai
Sustain,S U S T EY N,susteɪn,2,10,1,2,0.31,ain,Gatswaai
Swallow,S W A L L AW,swallaʊ,2,10,0,1,0.08,low,Gatswaai
Swamp,S W A M P,swamp,1,1,1,1,0.33,amp,Gatswaai
Swarm,S W A R M,swarm,1,1,0,1,0.18,arm,Gatswaai
